Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Zfp729b	ENSMUSG00000058093	zf-C2H2	ENSMUSP00000012873;ENSMUSP00000115783;	100416706
Mus_musculus	Myt1l	ENSMUSG00000061911	zf-C2HC	ENSMUSP00000058264;ENSMUSP00000151977;ENSMUSP00000021009;ENSMUSP00000151588;	17933
Mus_musculus	Zfp534	ENSMUSG00000062518	zf-C2H2	ENSMUSP00000113561;	100503584
Mus_musculus	Adnp	ENSMUSG00000051149	Homeobox	ENSMUSP00000056809;ENSMUSP00000085316;	11538
Mus_musculus	Zscan12	ENSMUSG00000036721	zf-C2H2	ENSMUSP00000153548;ENSMUSP00000058904;ENSMUSP00000097308;	22758
Mus_musculus	Zfp987	ENSMUSG00000066009	zf-C2H2	ENSMUSP00000089493;	626316
Mus_musculus	Myod1	ENSMUSG00000009471	bHLH	ENSMUSP00000072330;	17927
Mus_musculus	Zfp456	ENSMUSG00000078995	zf-C2H2	ENSMUSP00000059686;	408065
Mus_musculus	Batf	ENSMUSG00000034266	TF_bZIP	ENSMUSP00000040706;	53314
Mus_musculus	Zfp991	ENSMUSG00000067916	zf-C2H2	ENSMUSP00000081167;	666532
Mus_musculus	Zfp410	ENSMUSG00000042472	zf-C2H2	ENSMUSP00000152098;ENSMUSP00000152817;ENSMUSP00000152441;ENSMUSP00000152225;ENSMUSP00000152157;ENSMUSP00000045550;	52708
Mus_musculus	Tbx19	ENSMUSG00000026572	T-box	ENSMUSP00000123909;ENSMUSP00000027859;	83993
Mus_musculus	Foxn3	ENSMUSG00000033713	Fork_head	ENSMUSP00000082189;ENSMUSP00000135749;ENSMUSP00000135814;ENSMUSP00000036035;ENSMUSP00000135082;	71375
Mus_musculus	Neurog1	ENSMUSG00000048904	bHLH	ENSMUSP00000050484;	18014
Mus_musculus	Zfp819	ENSMUSG00000055102	zf-C2H2	ENSMUSP00000112026;ENSMUSP00000032661;ENSMUSP00000113867;	74400
Mus_musculus	Hes2	ENSMUSG00000028940	bHLH	ENSMUSP00000030782;	15206
Mus_musculus	Zfp867	ENSMUSG00000054519	zf-C2H2	ENSMUSP00000050746;	237775
Mus_musculus	Zfp655	ENSMUSG00000007812	zf-C2H2	ENSMUSP00000128969;	72611
Mus_musculus	Gm28047	ENSMUSG00000052414	TF_bZIP	ENSMUSP00000138975;	-
Mus_musculus	Cdip1	ENSMUSG00000004071	zf-LITAF-like	ENSMUSP00000120143;ENSMUSP00000113618;ENSMUSP00000004173;ENSMUSP00000113889;	66626
Mus_musculus	Zfp467	ENSMUSG00000068551	zf-C2H2	ENSMUSP00000110208;ENSMUSP00000110207;	68910
Mus_musculus	Zfp512b	ENSMUSG00000000823	zf-C2H2	ENSMUSP00000121721;ENSMUSP00000104417;ENSMUSP00000115601;ENSMUSP00000123579;	269401
Mus_musculus	Hnf4g	ENSMUSG00000017688	RXR-like	ENSMUSP00000104031;ENSMUSP00000104030;	30942
Mus_musculus	E2f6	ENSMUSG00000057469	E2F	ENSMUSP00000020908;	50496
Mus_musculus	Sox21	ENSMUSG00000061517	HMG	ENSMUSP00000127396;	223227
Mus_musculus	Neurod4	ENSMUSG00000048015	bHLH	ENSMUSP00000051379;	11923
Mus_musculus	Zfp786	ENSMUSG00000051499	zf-C2H2	ENSMUSP00000057495;	330301
Mus_musculus	Mis18bp1	ENSMUSG00000047534	MYB	ENSMUSP00000052109;	217653
Mus_musculus	Creb5	ENSMUSG00000053007	TF_bZIP	ENSMUSP00000038532;ENSMUSP00000144851;ENSMUSP00000144719;ENSMUSP00000144979;	231991
Mus_musculus	Foxo6	ENSMUSG00000052135	Fork_head	ENSMUSP00000099716;	329934
Mus_musculus	Zfp369	ENSMUSG00000021514	zf-C2H2	ENSMUSP00000119114;	170936
Mus_musculus	Rbpjl	ENSMUSG00000017007	CSL	ENSMUSP00000017151;	19668
Mus_musculus	Rhox10	ENSMUSG00000053909	Homeobox	ENSMUSP00000110803;	434769
Mus_musculus	Zfp719	ENSMUSG00000030469	zf-C2H2	ENSMUSP00000050968;	210105
Mus_musculus	Zfp825	ENSMUSG00000069208	zf-C2H2	ENSMUSP00000144128;ENSMUSP00000073973;ENSMUSP00000152719;	235956
Mus_musculus	Nr1h5	ENSMUSG00000048938	THR-like	ENSMUSP00000052557;ENSMUSP00000143445;ENSMUSP00000143764;ENSMUSP00000142345;ENSMUSP00000142799;	381463
Mus_musculus	Gm4724	ENSMUSG00000078897	zf-C2H2	ENSMUSP00000104674;ENSMUSP00000104673;	100043915
Mus_musculus	Nkx3-1	ENSMUSG00000022061	Homeobox	ENSMUSP00000022646;	18095
Mus_musculus	Crxos	ENSMUSG00000074365	Homeobox	ENSMUSP00000096399;ENSMUSP00000130485;ENSMUSP00000133563;ENSMUSP00000138891;	546024
Mus_musculus	Rhox12	ENSMUSG00000071766	Homeobox	ENSMUSP00000110799;ENSMUSP00000094191;ENSMUSP00000139303;	382282
Mus_musculus	Zfp97	ENSMUSG00000095990	zf-C2H2	ENSMUSP00000114301;	22759
Mus_musculus	Ascl1	ENSMUSG00000020052	bHLH	ENSMUSP00000020243;	17172
Mus_musculus	Gata4	ENSMUSG00000021944	zf-GATA	ENSMUSP00000113451;ENSMUSP00000066927;ENSMUSP00000113891;	14463
Mus_musculus	Zfp710	ENSMUSG00000048897	zf-C2H2	ENSMUSP00000146148;ENSMUSP00000050577;ENSMUSP00000132361;ENSMUSP00000129357;	209225
Mus_musculus	Sp140	ENSMUSG00000070031	SAND	ENSMUSP00000079095;ENSMUSP00000125026;	434484
Mus_musculus	Nr1d1	ENSMUSG00000020889	THR-like	ENSMUSP00000069505;	217166
Mus_musculus	Gata3	ENSMUSG00000015619	zf-GATA	ENSMUSP00000100041;	14462
Mus_musculus	Foxf1	ENSMUSG00000042812	Fork_head	ENSMUSP00000137662;	15227
Mus_musculus	Rbak	ENSMUSG00000061898	zf-C2H2	ENSMUSP00000128731;ENSMUSP00000059273;	57782
Mus_musculus	Klf16	ENSMUSG00000035397	zf-C2H2	ENSMUSP00000048825;	118445
Mus_musculus	Mael	ENSMUSG00000040629	HMG	ENSMUSP00000045828;ENSMUSP00000141652;	98558
Mus_musculus	Creb3l2	ENSMUSG00000038648	TF_bZIP	ENSMUSP00000040208;	208647
Mus_musculus	Pax5	ENSMUSG00000014030	PAX	ENSMUSP00000133540;ENSMUSP00000139296;ENSMUSP00000014174;ENSMUSP00000099996;ENSMUSP00000134712;ENSMUSP00000103458;ENSMUSP00000134391;ENSMUSP00000141186;ENSMUSP00000103457;ENSMUSP00000128880;ENSMUSP00000134119;ENSMUSP00000133671;ENSMUSP00000134370;ENSMUSP00000103455;ENSMUSP00000133978;	18507
Mus_musculus	Lcorl	ENSMUSG00000015882	HTH	ENSMUSP00000084408;ENSMUSP00000016026;	100041576
Mus_musculus	Prdm13	ENSMUSG00000040478	zf-C2H2	ENSMUSP00000092761;ENSMUSP00000075562;	230025
Mus_musculus	Tgif2	ENSMUSG00000062175	Homeobox	ENSMUSP00000073074;ENSMUSP00000096745;	228839
Mus_musculus	Hoxd4	ENSMUSG00000115956	Homeobox	ENSMUSP00000047949;	15436
Mus_musculus	Lhx9	ENSMUSG00000019230	Homeobox	ENSMUSP00000107657;ENSMUSP00000019374;ENSMUSP00000036480;ENSMUSP00000091198;ENSMUSP00000107661;	16876
Mus_musculus	Zfp648	ENSMUSG00000066797	zf-C2H2	ENSMUSP00000083370;	100503355
Mus_musculus	Zfp791	ENSMUSG00000074194	zf-C2H2	ENSMUSP00000147335;ENSMUSP00000096150;	244556
Mus_musculus	Hmg20b	ENSMUSG00000020232	HMG	ENSMUSP00000115459;ENSMUSP00000100961;ENSMUSP00000117322;ENSMUSP00000128807;ENSMUSP00000020454;ENSMUSP00000137861;ENSMUSP00000100960;	15353
Mus_musculus	Mier1	ENSMUSG00000028522	MYB	ENSMUSP00000102470;ENSMUSP00000095558;ENSMUSP00000030247;ENSMUSP00000102471;ENSMUSP00000102468;	71148
Mus_musculus	Gm9805	ENSMUSG00000046088	zf-C2H2	ENSMUSP00000085973;	-
Mus_musculus	Bcl6b	ENSMUSG00000000317	ZBTB	ENSMUSP00000000326;ENSMUSP00000000326;ENSMUSP00000121365;	12029
Mus_musculus	Gli1	ENSMUSG00000025407	zf-C2H2	ENSMUSP00000026474;	14632
Mus_musculus	Barx2	ENSMUSG00000032033	Homeobox	ENSMUSP00000112314;	12023
Mus_musculus	Prdm5	ENSMUSG00000029913	zf-C2H2	ENSMUSP00000031976;ENSMUSP00000031973;ENSMUSP00000079979;ENSMUSP00000133423;	70779
Mus_musculus	Zfp932	ENSMUSG00000066613	zf-C2H2	ENSMUSP00000108159;ENSMUSP00000140446;ENSMUSP00000119843;ENSMUSP00000121749;ENSMUSP00000108155;	69504
Mus_musculus	Zfp641	ENSMUSG00000022987	zf-C2H2	ENSMUSP00000133212;ENSMUSP00000023722;	239652
Mus_musculus	Gm14410	ENSMUSG00000078870	zf-C2H2	ENSMUSP00000114668;	-
Mus_musculus	Hmgxb3	ENSMUSG00000024622	HMG	ENSMUSP00000089498;	106894
Mus_musculus	Zfp760	ENSMUSG00000067928	zf-C2H2	ENSMUSP00000073038;	240034
Mus_musculus	Ar	ENSMUSG00000046532	ESR-like	ENSMUSP00000052648;	11835
Mus_musculus	Scx	ENSMUSG00000034161	bHLH	ENSMUSP00000043668;	20289
Mus_musculus	Arid2	ENSMUSG00000033237	ARID	ENSMUSP00000093969;ENSMUSP00000135829;	77044
Mus_musculus	Smarca1	ENSMUSG00000031099	MYB	ENSMUSP00000099138;ENSMUSP00000076769;ENSMUSP00000086366;	93761
Mus_musculus	Zfp263	ENSMUSG00000022529	zf-C2H2	ENSMUSP00000124433;ENSMUSP00000023176;	74120
Mus_musculus	Atoh8	ENSMUSG00000037621	bHLH	ENSMUSP00000036981;ENSMUSP00000145790;	71093
Mus_musculus	Zfp52	ENSMUSG00000051341	zf-C2H2	ENSMUSP00000078233;	22710
Mus_musculus	Ovol3	ENSMUSG00000100512	zf-C2H2	ENSMUSP00000140811;	381867
Mus_musculus	Rhox8	ENSMUSG00000064137	Homeobox	ENSMUSP00000071782;	434768
Mus_musculus	Zfp119b	ENSMUSG00000062101	zf-C2H2	ENSMUSP00000058300;ENSMUSP00000139791;	240120
Mus_musculus	Npas2	ENSMUSG00000026077	bHLH	ENSMUSP00000054719;ENSMUSP00000134241;	18143
Mus_musculus	Etv4	ENSMUSG00000017724	ETS	ENSMUSP00000102794;ENSMUSP00000017868;ENSMUSP00000129261;	18612
Mus_musculus	Zfp597	ENSMUSG00000039789	zf-C2H2	ENSMUSP00000088009;	71063
Mus_musculus	Glis1	ENSMUSG00000034762	zf-C2H2	ENSMUSP00000035650;ENSMUSP00000102349;	230587
Mus_musculus	Arnt2	ENSMUSG00000015709	bHLH	ENSMUSP00000146776;ENSMUSP00000082154;ENSMUSP00000147129;ENSMUSP00000146868;ENSMUSP00000146413;ENSMUSP00000146599;ENSMUSP00000146414;	11864
Mus_musculus	Tox4	ENSMUSG00000016831	HMG	ENSMUSP00000022766;	268741
Mus_musculus	Zfp524	ENSMUSG00000051184	zf-C2H2	ENSMUSP00000147095;ENSMUSP00000083533;ENSMUSP00000146921;	66056
Mus_musculus	Trerf1	ENSMUSG00000116235	zf-C2H2	ENSMUSP00000155047;ENSMUSP00000155434;	-
Mus_musculus	Lhx3	ENSMUSG00000026934	Homeobox	ENSMUSP00000056822;ENSMUSP00000028302;	16871
Mus_musculus	Irf6	ENSMUSG00000026638	IRF	ENSMUSP00000075839;	54139
Mus_musculus	Zfp57	ENSMUSG00000036036	zf-C2H2	ENSMUSP00000134418;ENSMUSP00000087414;ENSMUSP00000135655;ENSMUSP00000133894;ENSMUSP00000133821;ENSMUSP00000065811;	22715
Mus_musculus	Hoxd10	ENSMUSG00000050368	Homeobox	ENSMUSP00000062412;	15430
Mus_musculus	Klf13	ENSMUSG00000052040	zf-C2H2	ENSMUSP00000067680;	50794
Mus_musculus	Vdr	ENSMUSG00000022479	THR-like	ENSMUSP00000134584;ENSMUSP00000023119;ENSMUSP00000116842;	22337
Mus_musculus	Zfp653	ENSMUSG00000038895	zf-C2H2	ENSMUSP00000045895;ENSMUSP00000137064;	319601
Mus_musculus	BC024063	ENSMUSG00000112160	zf-C2H2	ENSMUSP00000151688;	666584
Mus_musculus	Zscan29	ENSMUSG00000050619	zf-C2H2	ENSMUSP00000106289;ENSMUSP00000125987;	99334
Mus_musculus	Egr2	ENSMUSG00000037868	zf-C2H2	ENSMUSP00000041053;ENSMUSP00000116799;ENSMUSP00000101078;	13654
Mus_musculus	Zfp553	ENSMUSG00000045598	zf-C2H2	ENSMUSP00000060967;ENSMUSP00000101919;	233887
Mus_musculus	Id2	ENSMUSG00000020644	bHLH	ENSMUSP00000152052;ENSMUSP00000152069;ENSMUSP00000020974;	15902
Mus_musculus	Heyl	ENSMUSG00000032744	bHLH	ENSMUSP00000040576;	56198
Mus_musculus	Nr6a1	ENSMUSG00000063972	GCNF-like	ENSMUSP00000121234;ENSMUSP00000115164;ENSMUSP00000126009;ENSMUSP00000108498;ENSMUSP00000075624;	14536
Mus_musculus	Zscan25	ENSMUSG00000070420	zf-C2H2	ENSMUSP00000091664;	666311
Mus_musculus	Pax3	ENSMUSG00000004872	PAX	ENSMUSP00000004994;ENSMUSP00000084320;	18505
Mus_musculus	Mga	ENSMUSG00000033943	T-box	ENSMUSP00000106401;ENSMUSP00000119044;ENSMUSP00000043795;ENSMUSP00000078853;ENSMUSP00000106400;	29808
Mus_musculus	Gm14399	ENSMUSG00000090093	zf-C2H2	ENSMUSP00000104557;ENSMUSP00000104688;	665001
Mus_musculus	Lmx1b	ENSMUSG00000038765	Homeobox	ENSMUSP00000134944;ENSMUSP00000043616;	16917
Mus_musculus	E2f4	ENSMUSG00000014859	E2F	ENSMUSP00000015003;	104394
Mus_musculus	Gm14409	ENSMUSG00000078869	zf-C2H2	ENSMUSP00000104591;	-
Mus_musculus	Pou1f1	ENSMUSG00000004842	Pou	ENSMUSP00000004964;ENSMUSP00000135574;ENSMUSP00000135113;ENSMUSP00000139087;	18736
Mus_musculus	Stat4	ENSMUSG00000062939	STAT	ENSMUSP00000027277;ENSMUSP00000130713;	20849
Mus_musculus	Zfp664	ENSMUSG00000079215	zf-C2H2	ENSMUSP00000107048;	269704
Mus_musculus	Zfp282	ENSMUSG00000025821	zf-C2H2	ENSMUSP00000053643;	101095
Mus_musculus	Zfp239	ENSMUSG00000042097	zf-C2H2	ENSMUSP00000128270;ENSMUSP00000078374;	22685
Mus_musculus	Rax	ENSMUSG00000024518	Homeobox	ENSMUSP00000025396;	19434
Mus_musculus	Zfp384	ENSMUSG00000038346	zf-C2H2	ENSMUSP00000085648;ENSMUSP00000081296;ENSMUSP00000108043;ENSMUSP00000037986;ENSMUSP00000108047;ENSMUSP00000108044;ENSMUSP00000108046;ENSMUSP00000086354;	269800
Mus_musculus	Carhsp1	ENSMUSG00000008393	CSD	ENSMUSP00000008537;	52502
Mus_musculus	Zfp992	ENSMUSG00000070605	zf-C2H2	ENSMUSP00000101359;	433791
Mus_musculus	Gsc	ENSMUSG00000021095	Homeobox	ENSMUSP00000021513;	14836
Mus_musculus	Nkx6-2	ENSMUSG00000041309	Homeobox	ENSMUSP00000095588;ENSMUSP00000101701;	14912
Mus_musculus	Zfp316	ENSMUSG00000046658	zf-C2H2	ENSMUSP00000125416;ENSMUSP00000059418;	54201
Mus_musculus	Gm9044	ENSMUSG00000112419	MYB	ENSMUSP00000151369;	-
Mus_musculus	Tbx10	ENSMUSG00000037477	T-box	ENSMUSP00000037401;	109575
Mus_musculus	Obox6	ENSMUSG00000041583	Homeobox	ENSMUSP00000104153;	252830
Mus_musculus	Bach1	ENSMUSG00000025612	TF_bZIP	ENSMUSP00000026703;	12013
Mus_musculus	Sry	ENSMUSG00000069036	HMG	ENSMUSP00000088717;	21674
Mus_musculus	Pbx1	ENSMUSG00000052534	Homeobox	ENSMUSP00000134925;ENSMUSP00000135516;ENSMUSP00000066385;ENSMUSP00000072640;ENSMUSP00000140606;	18514
Mus_musculus	Pou6f1	ENSMUSG00000009739	Pou	ENSMUSP00000145707;ENSMUSP00000073504;	19009
Mus_musculus	Zfp180	ENSMUSG00000057101	zf-C2H2	ENSMUSP00000064611;	210135
Mus_musculus	Prdm6	ENSMUSG00000069378	zf-C2H2	ENSMUSP00000111056;ENSMUSP00000111057;ENSMUSP00000114644;ENSMUSP00000089513;	225518
Mus_musculus	Tfcp2l1	ENSMUSG00000026380	CP2	ENSMUSP00000027629;	81879
Mus_musculus	Zfp955a	ENSMUSG00000094441	zf-C2H2	ENSMUSP00000008830;	77652
Mus_musculus	Gatad2b	ENSMUSG00000042390	zf-GATA	ENSMUSP00000142514;ENSMUSP00000041370;ENSMUSP00000142617;ENSMUSP00000143085;ENSMUSP00000145623;	229542
Mus_musculus	Irx2	ENSMUSG00000001504	Homeobox	ENSMUSP00000127963;ENSMUSP00000073976;	16372
Mus_musculus	Foxd3	ENSMUSG00000067261	Fork_head	ENSMUSP00000084541;	15221
Mus_musculus	Zfp975	ENSMUSG00000069727	zf-C2H2	ENSMUSP00000103626;	434179
Mus_musculus	Tead3	ENSMUSG00000002249	TEA	ENSMUSP00000110447;ENSMUSP00000118582;ENSMUSP00000152030;ENSMUSP00000115443;	21678
Mus_musculus	Zfp493	ENSMUSG00000090659	zf-C2H2	ENSMUSP00000132282;ENSMUSP00000152847;	72958
Mus_musculus	Rhox13	ENSMUSG00000050197	Homeobox	ENSMUSP00000117271;	73614
Mus_musculus	Six2	ENSMUSG00000024134	Homeobox	ENSMUSP00000125871;ENSMUSP00000024947;	20472
Mus_musculus	Alx4	ENSMUSG00000040310	Homeobox	ENSMUSP00000106885;ENSMUSP00000047962;	11695
Mus_musculus	Zfp661	ENSMUSG00000034800	zf-C2H2	ENSMUSP00000105997;ENSMUSP00000076637;ENSMUSP00000105995;ENSMUSP00000132820;	72180
Mus_musculus	AL590629.4	ENSMUSG00000097270	Homeobox	ENSMUSP00000138051;	-
Mus_musculus	Zfp978	ENSMUSG00000078497	zf-C2H2	ENSMUSP00000114248;	-
Mus_musculus	Zbtb10	ENSMUSG00000069114	ZBTB	ENSMUSP00000119386;ENSMUSP00000119386;	229055
Mus_musculus	Ppard	ENSMUSG00000002250	THR-like	ENSMUSP00000002320;ENSMUSP00000133077;	69050
Mus_musculus	Zbtb34	ENSMUSG00000068966	ZBTB	ENSMUSP00000088560;ENSMUSP00000088560;ENSMUSP00000108783;ENSMUSP00000108783;	241311
Mus_musculus	2610008E11Rik	ENSMUSG00000060301	zf-C2H2	ENSMUSP00000044020;	72128
Mus_musculus	Gtf2i	ENSMUSG00000060261	GTF2I	ENSMUSP00000106892;ENSMUSP00000134111;ENSMUSP00000080714;ENSMUSP00000134035;ENSMUSP00000133969;ENSMUSP00000133435;ENSMUSP00000133566;ENSMUSP00000133740;ENSMUSP00000134440;ENSMUSP00000134636;ENSMUSP00000133526;ENSMUSP00000133489;ENSMUSP00000134042;ENSMUSP00000133444;ENSMUSP00000049625;	14886
Mus_musculus	Lcor	ENSMUSG00000025019	HTH	ENSMUSP00000067603;ENSMUSP00000126441;	212391
Mus_musculus	Lrrfip1	ENSMUSG00000026305	LRRFIP	ENSMUSP00000141024;ENSMUSP00000065850;ENSMUSP00000095255;ENSMUSP00000139811;ENSMUSP00000095254;ENSMUSP00000063878;ENSMUSP00000139497;ENSMUSP00000139902;	16978
Mus_musculus	AL590629.2	ENSMUSG00000097126	Homeobox	ENSMUSP00000137805;	-
Mus_musculus	Ybx2	ENSMUSG00000018554	CSD	ENSMUSP00000018698;ENSMUSP00000104242;	53422
Mus_musculus	Dlx5	ENSMUSG00000029755	Homeobox	ENSMUSP00000052559;	13395
Mus_musculus	Egr1	ENSMUSG00000038418	zf-C2H2	ENSMUSP00000126931;ENSMUSP00000069616;	13653
Mus_musculus	Cebpg	ENSMUSG00000056216	TF_bZIP	ENSMUSP00000118588;ENSMUSP00000064963;	12611
Mus_musculus	Zbtb17	ENSMUSG00000006215	ZBTB	ENSMUSP00000006377;ENSMUSP00000006377;	22642
Mus_musculus	Gm10324	ENSMUSG00000095909	zf-C2H2	ENSMUSP00000090190;	628709
Mus_musculus	Zfp334	ENSMUSG00000017667	zf-C2H2	ENSMUSP00000099373;	228876
Mus_musculus	Aff4	ENSMUSG00000049470	AF-4	ENSMUSP00000120613;ENSMUSP00000118866;ENSMUSP00000051479;	93736
Mus_musculus	Tcf7l2	ENSMUSG00000024985	HMG	ENSMUSP00000123428;ENSMUSP00000107273;ENSMUSP00000107284;ENSMUSP00000050081;ENSMUSP00000042950;ENSMUSP00000119759;ENSMUSP00000107283;ENSMUSP00000107291;ENSMUSP00000107286;ENSMUSP00000118661;ENSMUSP00000107281;ENSMUSP00000107280;ENSMUSP00000107287;	21416
Mus_musculus	AC170751.2	ENSMUSG00000106953	Homeobox	ENSMUSP00000144929;	-
Mus_musculus	Obox7	ENSMUSG00000055942	Homeobox	ENSMUSP00000138932;ENSMUSP00000069239;ENSMUSP00000138871;	194588
Mus_musculus	Dmtf1	ENSMUSG00000042508	MYB	ENSMUSP00000092627;ENSMUSP00000139361;ENSMUSP00000071815;ENSMUSP00000139231;	23857
Mus_musculus	Msc	ENSMUSG00000025930	bHLH	ENSMUSP00000027062;	17681
Mus_musculus	Tfap2e	ENSMUSG00000042477	AP-2	ENSMUSP00000035902;	332937
Mus_musculus	Dmrta2	ENSMUSG00000047143	DM	ENSMUSP00000060441;	242620
Mus_musculus	Zfp982	ENSMUSG00000078496	zf-C2H2	ENSMUSP00000101346;ENSMUSP00000068021;	195531
Mus_musculus	Hopx	ENSMUSG00000059325	Homeobox	ENSMUSP00000109080;ENSMUSP00000113295;ENSMUSP00000080630;	74318
Mus_musculus	Irf3	ENSMUSG00000003184	IRF	ENSMUSP00000146383;ENSMUSP00000003284;ENSMUSP00000103465;ENSMUSP00000146773;	54131
Mus_musculus	Sp9	ENSMUSG00000068859	zf-C2H2	ENSMUSP00000088322;	381373
Mus_musculus	Zfp9	ENSMUSG00000072623	zf-C2H2	ENSMUSP00000123810;	22750
Mus_musculus	Zfp986	ENSMUSG00000078500	zf-C2H2	ENSMUSP00000116281;ENSMUSP00000130542;	-
Mus_musculus	Zic3	ENSMUSG00000067860	zf-C2H2	ENSMUSP00000085999;ENSMUSP00000086003;ENSMUSP00000086001;	22773
Mus_musculus	Gata5	ENSMUSG00000015627	zf-GATA	ENSMUSP00000015771;	14464
Mus_musculus	Atf3	ENSMUSG00000026628	TF_bZIP	ENSMUSP00000027941;ENSMUSP00000141492;	11910
Mus_musculus	Zfp414	ENSMUSG00000073423	zf-C2H2	ENSMUSP00000129423;ENSMUSP00000127118;ENSMUSP00000073259;	328801
Mus_musculus	Zfp606	ENSMUSG00000030386	zf-C2H2	ENSMUSP00000096421;ENSMUSP00000148075;	67370
Mus_musculus	Zscan4f	ENSMUSG00000070828	zf-C2H2	ENSMUSP00000120149;	665902
Mus_musculus	Zfp92	ENSMUSG00000031374	zf-C2H2	ENSMUSP00000083661;ENSMUSP00000033740;	22754
Mus_musculus	Npas1	ENSMUSG00000001988	bHLH	ENSMUSP00000147412;ENSMUSP00000002053;	18142
Mus_musculus	Zfy2	ENSMUSG00000000103	zf-C2H2	ENSMUSP00000111557;ENSMUSP00000139591;	22768
Mus_musculus	Zfp111	ENSMUSG00000087598	zf-C2H2	ENSMUSP00000129484;ENSMUSP00000083169;ENSMUSP00000083174;	56707
Mus_musculus	Gm4969	ENSMUSG00000085601	HMG	ENSMUSP00000115575;	243866
Mus_musculus	Rhox3h	ENSMUSG00000071769	Homeobox	ENSMUSP00000094196;	434758
Mus_musculus	Relb	ENSMUSG00000002983	RHD	ENSMUSP00000092355;ENSMUSP00000096350;ENSMUSP00000147172;ENSMUSP00000146669;ENSMUSP00000050166;ENSMUSP00000146643;	19698
Mus_musculus	Hhex	ENSMUSG00000024986	Homeobox	ENSMUSP00000133688;ENSMUSP00000025944;	15242
Mus_musculus	Hmga2	ENSMUSG00000056758	HMGA	ENSMUSP00000072556;ENSMUSP00000123998;	15364
Mus_musculus	Nkx2-4	ENSMUSG00000054160	Homeobox	ENSMUSP00000066690;	228731
Mus_musculus	Nr2f1	ENSMUSG00000069171	RXR-like	ENSMUSP00000089036;ENSMUSP00000153321;ENSMUSP00000133704;ENSMUSP00000118161;ENSMUSP00000122618;	13865
Mus_musculus	Tfdp1	ENSMUSG00000038482	E2F	ENSMUSP00000147601;ENSMUSP00000147345;ENSMUSP00000147881;ENSMUSP00000127952;ENSMUSP00000147662;	21781
Mus_musculus	Zfp131	ENSMUSG00000094870	ZBTB	ENSMUSP00000136867;ENSMUSP00000136867;ENSMUSP00000153044;ENSMUSP00000153044;ENSMUSP00000153517;ENSMUSP00000152941;ENSMUSP00000136019;ENSMUSP00000153596;	72465
Mus_musculus	Bnc2	ENSMUSG00000028487	zf-C2H2	ENSMUSP00000102816;ENSMUSP00000135375;ENSMUSP00000135607;ENSMUSP00000135480;ENSMUSP00000135580;ENSMUSP00000135778;ENSMUSP00000099884;	242509
Mus_musculus	Tulp4	ENSMUSG00000034377	Tub	ENSMUSP00000049248;ENSMUSP00000123119;ENSMUSP00000123218;	68842
Mus_musculus	Nfkb2	ENSMUSG00000025225	RHD	ENSMUSP00000107512;ENSMUSP00000072859;	18034
Mus_musculus	Zscan10	ENSMUSG00000023902	zf-C2H2	ENSMUSP00000113386;ENSMUSP00000093255;ENSMUSP00000116748;ENSMUSP00000120876;ENSMUSP00000114341;ENSMUSP00000118987;ENSMUSP00000111171;	332221
Mus_musculus	Rxrg	ENSMUSG00000015843	RXR-like	ENSMUSP00000107011;ENSMUSP00000107017;ENSMUSP00000015987;ENSMUSP00000107015;	20183
Mus_musculus	Sall1	ENSMUSG00000031665	zf-C2H2	ENSMUSP00000034090;	58198
Mus_musculus	Mybl2	ENSMUSG00000017861	MYB	ENSMUSP00000018005;	17865
Mus_musculus	Irx6	ENSMUSG00000031738	Homeobox	ENSMUSP00000127446;ENSMUSP00000034185;	64379
Mus_musculus	Zfp622	ENSMUSG00000052253	zf-C2H2	ENSMUSP00000059678;ENSMUSP00000153839;	52521
Mus_musculus	Dbx2	ENSMUSG00000045608	Homeobox	ENSMUSP00000060424;	223843
Mus_musculus	A430033K04Rik	ENSMUSG00000056014	zf-C2H2	ENSMUSP00000142904;ENSMUSP00000067316;	243308
Mus_musculus	Olig3	ENSMUSG00000045591	bHLH	ENSMUSP00000057106;	94222
Mus_musculus	Hoxa11	ENSMUSG00000038210	Homeobox	ENSMUSP00000040920;	15396
Mus_musculus	Zfp69	ENSMUSG00000064141	zf-C2H2	ENSMUSP00000101887;ENSMUSP00000101888;	381549
Mus_musculus	Sp8	ENSMUSG00000048562	zf-C2H2	ENSMUSP00000065746;	320145
Mus_musculus	Zfp35	ENSMUSG00000063281	zf-C2H2	ENSMUSP00000074475;	22694
Mus_musculus	Myrfl	ENSMUSG00000034057	NDT80/PhoG	ENSMUSP00000037477;	237558
Mus_musculus	9130019O22Rik	ENSMUSG00000030823	zf-C2H2	ENSMUSP00000038195;	78921
Mus_musculus	Pias2	ENSMUSG00000025423	zf-MIZ	ENSMUSP00000131485;ENSMUSP00000110425;ENSMUSP00000110424;	17344
Mus_musculus	Stat5b	ENSMUSG00000020919	STAT	ENSMUSP00000102981;ENSMUSP00000004143;	20851
Mus_musculus	Hoxc6	ENSMUSG00000001661	Homeobox	ENSMUSP00000001711;	15425
Mus_musculus	AI987944	ENSMUSG00000056383	zf-C2H2	ENSMUSP00000145621;ENSMUSP00000071708;ENSMUSP00000145565;	233168
