ApprovedSymbol	ApprovedName
ALDH7A1	aldehyde dehydrogenase 7 family member A1
ALDH8A1	aldehyde dehydrogenase 8 family member A1
ALDH9A1	aldehyde dehydrogenase 9 family member A1
ALDH16A1	aldehyde dehydrogenase 16 family member A1
ALDH18A1	aldehyde dehydrogenase 18 family member A1
ALDOA	aldolase, fructose-bisphosphate A
ALDOB	aldolase, fructose-bisphosphate B
ALDOC	aldolase, fructose-bisphosphate C
ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like
ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2
ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase
ALG3	ALG3 alpha-1,3- mannosyltransferase
ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase
ALG6	ALG6 alpha-1,3-glucosyltransferase
ALG8	ALG8 alpha-1,3-glucosyltransferase
ALG9	ALG9 alpha-1,2-mannosyltransferase
ALG9-IT1	ALG9 intronic transcript 1
ALG10	ALG10 alpha-1,2-glucosyltransferase
ALG10B	ALG10 alpha-1,2-glucosyltransferase B
ALG11	ALG11 alpha-1,2-mannosyltransferase
ALG12	ALG12 alpha-1,6-mannosyltransferase
ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit
ALG13-AS1	ALG13 antisense RNA 1
ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit
ALG14-AS1	ALG14 antisense RNA 1
ALK	ALK receptor tyrosine kinase
ALKAL1	ALK and LTK ligand 1
ALKAL2	ALK and LTK ligand 2
ALKBH1	alkB homolog 1, histone H2A dioxygenase
ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase
ALKBH3-AS1	ALKBH3 antisense RNA 1
ALKBH4	alkB homolog 4, lysine demethylase
ALKBH5	alkB homolog 5, RNA demethylase
ALKBH6	alkB homolog 6
ALKBH7	alkB homolog 7
ALKBH8	alkB homolog 8, tRNA methyltransferase
ALLC	allantoicase
ALMS1	ALMS1 centrosome and basal body associated protein
ALMS1-IT1	ALMS1 intronic transcript 1
ALOX5	arachidonate 5-lipoxygenase
ALOX5AP	arachidonate 5-lipoxygenase activating protein
ALOX12	arachidonate 12-lipoxygenase, 12S type
ALOX12-AS1	ALOX12 antisense RNA 1
ALOX12B	arachidonate 12-lipoxygenase, 12R type
ALOX15	arachidonate 15-lipoxygenase
ALOX15B	arachidonate 15-lipoxygenase type B
ALOXE3	arachidonate lipoxygenase 3
ALPG	alkaline phosphatase, germ cell
ALPI	alkaline phosphatase, intestinal
ALPK1	alpha kinase 1
ALPK2	alpha kinase 2
ALPK3	alpha kinase 3
ALPL	alkaline phosphatase, biomineralization associated
ALPP	alkaline phosphatase, placental
ALS2	alsin Rho guanine nucleotide exchange factor ALS2
ALS2CL	ALS2 C-terminal like
ALX1	ALX homeobox 1
ALX3	ALX homeobox 3
ALX4	ALX homeobox 4
ALYREF	Aly/REF export factor
AMACR	alpha-methylacyl-CoA racemase
AMBN	ameloblastin
AMBP	alpha-1-microglobulin/bikunin precursor
AMBRA1	autophagy and beclin 1 regulator 1
AMD1	adenosylmethionine decarboxylase 1
AMDHD1	amidohydrolase domain containing 1
AMDHD2	amidohydrolase domain containing 2
AMELX	amelogenin X-linked
AMELY	amelogenin Y-linked
AMER1	APC membrane recruitment protein 1
AMER2	APC membrane recruitment protein 2
AMER3	APC membrane recruitment protein 3
AMFR	autocrine motility factor receptor
AMH	anti-Mullerian hormone
AMHR2	anti-Mullerian hormone receptor type 2
AMIGO1	adhesion molecule with Ig like domain 1
AMIGO2	adhesion molecule with Ig like domain 2
AMIGO3	adhesion molecule with Ig like domain 3
AMMECR1	AMMECR nuclear protein 1
AMMECR1-IT1	AMMECR1 intronic transcript 1
AMMECR1L	AMMECR1 like
AMN	amnion associated transmembrane protein
AMN1	antagonist of mitotic exit network 1 homolog
AMOT	angiomotin
AMOTL1	angiomotin like 1
AMOTL2	angiomotin like 2
AMPD1	adenosine monophosphate deaminase 1
AMPD2	adenosine monophosphate deaminase 2
AMPD3	adenosine monophosphate deaminase 3
AMPH	amphiphysin
AMT	aminomethyltransferase
AMTN	amelotin
AMY1A	amylase alpha 1A
AMY1B	amylase alpha 1B
AMY1C	amylase alpha 1C
AMY2A	amylase alpha 2A
AMY2B	amylase alpha 2B
AMZ1	archaelysin family metallopeptidase 1
AMZ2	archaelysin family metallopeptidase 2
ANAPC1	anaphase promoting complex subunit 1
ANAPC2	anaphase promoting complex subunit 2
ANAPC4	anaphase promoting complex subunit 4
ANAPC5	anaphase promoting complex subunit 5
ANAPC7	anaphase promoting complex subunit 7
ANAPC10	anaphase promoting complex subunit 10
ANAPC11	anaphase promoting complex subunit 11
ANAPC13	anaphase promoting complex subunit 13
ANAPC15	anaphase promoting complex subunit 15
ANAPC16	anaphase promoting complex subunit 16
ANG	angiogenin
ANGEL1	angel homolog 1
ANGEL2	angel homolog 2
ANGPT1	angiopoietin 1
ANGPT2	angiopoietin 2
ANGPT4	angiopoietin 4
ANGPTL1	angiopoietin like 1
ANGPTL2	angiopoietin like 2
ANGPTL3	angiopoietin like 3
ANGPTL4	angiopoietin like 4
ANGPTL5	angiopoietin like 5
ANGPTL6	angiopoietin like 6
ANGPTL7	angiopoietin like 7
ANGPTL8	angiopoietin like 8
ANHX	anomalous homeobox
ANK1	ankyrin 1
ANK2	ankyrin 2
ANK2-AS1	ANK2 antisense RNA 1
ANK3	ankyrin 3
ANK3-DT	ANK3 divergent transcript
ANKAR	ankyrin and armadillo repeat containing
ANKDD1A	ankyrin repeat and death domain containing 1A
ANKDD1B	ankyrin repeat and death domain containing 1B
ANKEF1	ankyrin repeat and EF-hand domain containing 1
ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
ANKFY1	ankyrin repeat and FYVE domain containing 1
ANKH	ANKH inorganic pyrophosphate transport regulator
ANKH-DT	ANKH divergent transcript
ANKHD1	ankyrin repeat and KH domain containing 1
ANKHD1-DT	ANKHD1 divergent transcript
ANKIB1	ankyrin repeat and IBR domain containing 1
ANKK1	ankyrin repeat and kinase domain containing 1
ANKLE1	ankyrin repeat and LEM domain containing 1
ANKLE2	ankyrin repeat and LEM domain containing 2
ANKMY1	ankyrin repeat and MYND domain containing 1
ANKMY2	ankyrin repeat and MYND domain containing 2
ANKRA2	ankyrin repeat family A member 2
ANKRD1	ankyrin repeat domain 1
ANKRD2	ankyrin repeat domain 2
ANKRD6	ankyrin repeat domain 6
ANKRD7	ankyrin repeat domain 7
ANKRD9	ankyrin repeat domain 9
ANKRD10	ankyrin repeat domain 10
ANKRD10-IT1	ANKRD10 intronic transcript 1
ANKRD11	ankyrin repeat domain 11
ANKRD12	ankyrin repeat domain 12
ANKRD13A	ankyrin repeat domain 13A
ANKRD13B	ankyrin repeat domain 13B
ANKRD13C	ankyrin repeat domain 13C
ANKRD13D	ankyrin repeat domain 13D
ANKRD16	ankyrin repeat domain 16
ANKRD17	ankyrin repeat domain 17
ANKRD17-DT	ANKRD17 divergent transcript
ANKRD18A	ankyrin repeat domain 18A
ANKRD18B	ankyrin repeat domain 18B
ANKRD20A1	ankyrin repeat domain 20 family member A1
ANKRD22	ankyrin repeat domain 22
ANKRD23	ankyrin repeat domain 23
ANKRD24	ankyrin repeat domain 24
ANKRD26	ankyrin repeat domain 26
ANKRD27	ankyrin repeat domain 27
ANKRD28	ankyrin repeat domain 28
ANKRD29	ankyrin repeat domain 29
ANKRD30A	ankyrin repeat domain 30A
ANKRD30B	ankyrin repeat domain 30B
ANKRD30BL	ankyrin repeat domain 30B like
ANKRD31	ankyrin repeat domain 31
ANKRD33	ankyrin repeat domain 33
ANKRD33B	ankyrin repeat domain 33B
ANKRD33B-AS1	ANKRD33B antisense RNA 1
ANKRD33B-IT1	ANKRD33B intronic transcript 1 (non-protein coding)
ANKRD34A	ankyrin repeat domain 34A
ANKRD34B	ankyrin repeat domain 34B
ANKRD34C	ankyrin repeat domain 34C
ANKRD34C-AS1	ANKRD34C antisense RNA 1
ANKRD35	ankyrin repeat domain 35
ANKRD36	ankyrin repeat domain 36
ANKRD36B	ankyrin repeat domain 36B
ANKRD36C	ankyrin repeat domain 36C
ANKRD37	ankyrin repeat domain 37
ANKRD39	ankyrin repeat domain 39
ANKRD40	ankyrin repeat domain 40
ANKRD40CL	ANKRD40 C-terminal like
ANKRD42	ankyrin repeat domain 42
ANKRD42-DT	ANKRD42 divergent transcript
ANKRD44	ankyrin repeat domain 44
ANKRD44-AS1	ANKRD44 antisense RNA 1
ANKRD44-DT	ANKRD44 divergent transcript
ANKRD44-IT1	ANKRD44 intronic transcript 1
ANKRD45	ankyrin repeat domain 45
ANKRD46	ankyrin repeat domain 46
ANKRD49	ankyrin repeat domain 49
ANKRD50	ankyrin repeat domain 50
ANKRD52	ankyrin repeat domain 52
ANKRD53	ankyrin repeat domain 53
ANKRD54	ankyrin repeat domain 54
ANKRD55	ankyrin repeat domain 55
ANKRD60	ankyrin repeat domain 60
ANKRD61	ankyrin repeat domain 61
ANKRD62	ankyrin repeat domain 62
ANKRD63	ankyrin repeat domain 63
ANKRD65	ankyrin repeat domain 65
ANKRD65-AS1	ANKRD65 antisense RNA 1
ANKRD66	ankyrin repeat domain 66
ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A
ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B
ANKS3	ankyrin repeat and sterile alpha motif domain containing 3
ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B
ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
ANKUB1	ankyrin repeat and ubiquitin domain containing 1
ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
ANLN	anillin actin binding protein
ANO1	anoctamin 1
ANO1-AS1	ANO1 antisense RNA 1
ANO2	anoctamin 2
ANO3	anoctamin 3
ANO3-AS1	ANO3 antisense RNA 1
ANO4	anoctamin 4
ANO5	anoctamin 5
ANO6	anoctamin 6
ANO7	anoctamin 7
ANO8	anoctamin 8
ANO9	anoctamin 9
ANO10	anoctamin 10
ANOS1	anosmin 1
ANP32A	acidic nuclear phosphoprotein 32 family member A
ANP32A-IT1	ANP32A intronic transcript 1
ANP32B	acidic nuclear phosphoprotein 32 family member B
ANP32D	acidic nuclear phosphoprotein 32 family member D
ANP32E	acidic nuclear phosphoprotein 32 family member E
ANPEP	alanyl aminopeptidase, membrane
ANTKMT	adenine nucleotide translocase lysine methyltransferase
ANTXR1	ANTXR cell adhesion molecule 1
ANTXR2	ANTXR cell adhesion molecule 2
ANTXRL	ANTXR like
ANXA1	annexin A1
ANXA2	annexin A2
ANXA2R	annexin A2 receptor
ANXA3	annexin A3
ANXA4	annexin A4
ANXA5	annexin A5
ANXA6	annexin A6
ANXA7	annexin A7
ANXA8	annexin A8
ANXA8L1	annexin A8 like 1
ANXA9	annexin A9
ANXA10	annexin A10
ANXA11	annexin A11
ANXA13	annexin A13
AOAH	acyloxyacyl hydrolase
AOAH-IT1	AOAH intronic transcript 1
AOC1	amine oxidase copper containing 1
AOC2	amine oxidase copper containing 2
AOC3	amine oxidase copper containing 3
AOPEP	aminopeptidase O (putative)
AOX1	aldehyde oxidase 1
AP1AR	adaptor related protein complex 1 associated regulatory protein
AP1AR-DT	AP1AR divergent transcript
AP1B1	adaptor related protein complex 1 subunit beta 1
AP1G1	adaptor related protein complex 1 subunit gamma 1
AP1G2	adaptor related protein complex 1 subunit gamma 2
AP1G2-AS1	AP1G2 antisense RNA 1
AP1M1	adaptor related protein complex 1 subunit mu 1
AP1M2	adaptor related protein complex 1 subunit mu 2
AP1S1	adaptor related protein complex 1 subunit sigma 1
AP1S2	adaptor related protein complex 1 subunit sigma 2
AP1S3	adaptor related protein complex 1 subunit sigma 3
AP2A1	adaptor related protein complex 2 subunit alpha 1
AP2A2	adaptor related protein complex 2 subunit alpha 2
AP2B1	adaptor related protein complex 2 subunit beta 1
AP2M1	adaptor related protein complex 2 subunit mu 1
AP2S1	adaptor related protein complex 2 subunit sigma 1
AP3B1	adaptor related protein complex 3 subunit beta 1
AP3B2	adaptor related protein complex 3 subunit beta 2
AP3D1	adaptor related protein complex 3 subunit delta 1
AP3M1	adaptor related protein complex 3 subunit mu 1
AP3M2	adaptor related protein complex 3 subunit mu 2
AP3S1	adaptor related protein complex 3 subunit sigma 1
AP3S2	adaptor related protein complex 3 subunit sigma 2
AP4B1	adaptor related protein complex 4 subunit beta 1
AP4B1-AS1	AP4B1 antisense RNA 1
AP4E1	adaptor related protein complex 4 subunit epsilon 1
AP4M1	adaptor related protein complex 4 subunit mu 1
AP4S1	adaptor related protein complex 4 subunit sigma 1
AP5B1	adaptor related protein complex 5 subunit beta 1
AP5M1	adaptor related protein complex 5 subunit mu 1
AP5S1	adaptor related protein complex 5 subunit sigma 1
AP5Z1	adaptor related protein complex 5 subunit zeta 1
APAF1	apoptotic peptidase activating factor 1
APBA1	amyloid beta precursor protein binding family A member 1
APBA2	amyloid beta precursor protein binding family A member 2
APBA3	amyloid beta precursor protein binding family A member 3
APBB1	amyloid beta precursor protein binding family B member 1
APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
APBB2	amyloid beta precursor protein binding family B member 2
APBB3	amyloid beta precursor protein binding family B member 3
APC	APC regulator of WNT signaling pathway
APC2	APC regulator of WNT signaling pathway 2
APCDD1	APC down-regulated 1
APCDD1L	APC down-regulated 1 like
APCDD1L-DT	APCDD1L divergent transcript
APCS	amyloid P component, serum
APEH	acylaminoacyl-peptide hydrolase
APELA	apelin receptor early endogenous ligand
APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
APH1A	aph-1 homolog A, gamma-secretase subunit
APH1B	aph-1 homolog B, gamma-secretase subunit
API5	apoptosis inhibitor 5
APIP	APAF1 interacting protein
APLF	aprataxin and PNKP like factor
APLN	apelin
APLNR	apelin receptor
APLP1	amyloid beta precursor like protein 1
APLP2	amyloid beta precursor like protein 2
APMAP	adipocyte plasma membrane associated protein
APOA1	apolipoprotein A1
APOA1-AS	APOA1 antisense RNA
APOA2	apolipoprotein A2
APOA4	apolipoprotein A4
APOA5	apolipoprotein A5
APOB	apolipoprotein B
APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1
APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2
APOBEC3A	apolipoprotein B mRNA editing enzyme catalytic subunit 3A
APOBEC3A_B	APOBEC3A and APOBEC3B deletion hybrid
APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
APOBEC3B-AS1	APOBEC3B antisense RNA 1
APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D
APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H
APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
APOBR	apolipoprotein B receptor
APOC1	apolipoprotein C1
APOC2	apolipoprotein C2
APOC3	apolipoprotein C3
APOC4	apolipoprotein C4
APOD	apolipoprotein D
APOE	apolipoprotein E
APOF	apolipoprotein F
APOH	apolipoprotein H
APOL1	apolipoprotein L1
APOL2	apolipoprotein L2
APOL3	apolipoprotein L3
APOL4	apolipoprotein L4
APOL5	apolipoprotein L5
APOL6	apolipoprotein L6
APOLD1	apolipoprotein L domain containing 1
APOM	apolipoprotein M
APOO	apolipoprotein O
APOOL	apolipoprotein O like
APP	amyloid beta precursor protein
APP-DT	APP divergent transcript
APPBP2	amyloid beta precursor protein binding protein 2
APPBP2-DT	APPBP2 divergent transcript
APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
APRG1	APRG1 tumor suppressor candidate
APRT	adenine phosphoribosyltransferase
APTR	Alu-mediated CDKN1A/p21 transcriptional regulator
APTX	aprataxin
AQP1	aquaporin 1 (Colton blood group)
AQP2	aquaporin 2
AQP3	aquaporin 3 (Gill blood group)
AQP4	aquaporin 4
AQP4-AS1	AQP4 antisense RNA 1
AQP5	aquaporin 5
AQP5-AS1	AQP5 and AQP2 antisense RNA 2
AQP6	aquaporin 6
AQP7	aquaporin 7
AQP8	aquaporin 8
AQP9	aquaporin 9
AQP10	aquaporin 10
AQP11	aquaporin 11
AQP12A	aquaporin 12A
AQP12B	aquaporin 12B
AQR	aquarius intron-binding spliceosomal factor
AR	androgen receptor
ARAF	A-Raf proto-oncogene, serine/threonine kinase
ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
ARAP1-AS1	ARAP1 antisense RNA 1
ARAP1-AS2	ARAP1 antisense RNA 2
ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
ARC	activity regulated cytoskeleton associated protein
ARCN1	archain 1
AREG	amphiregulin
AREL1	apoptosis resistant E3 ubiquitin protein ligase 1
ARF1	ADP ribosylation factor 1
ARF3	ADP ribosylation factor 3
ARF4	ADP ribosylation factor 4
ARF4-AS1	ARF4 antisense RNA 1
ARF5	ADP ribosylation factor 5
ARF6	ADP ribosylation factor 6
ARFGAP1	ADP ribosylation factor GTPase activating protein 1
ARFGAP2	ADP ribosylation factor GTPase activating protein 2
ARFGAP3	ADP ribosylation factor GTPase activating protein 3
ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
ARFGEF1-DT	ARFGEF1 divergent transcript
ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
ARFGEF3	ARFGEF family member 3
ARFIP1	ADP ribosylation factor interacting protein 1
ARFIP2	ADP ribosylation factor interacting protein 2
ARFRP1	ADP ribosylation factor related protein 1
ARG1	arginase 1
ARG2	arginase 2
ARGFX	arginine-fifty homeobox
ARGLU1	arginine and glutamate rich 1
ARHGAP1	Rho GTPase activating protein 1
ARHGAP4	Rho GTPase activating protein 4
ARHGAP5	Rho GTPase activating protein 5
ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head)
ARHGAP6	Rho GTPase activating protein 6
ARHGAP8	Rho GTPase activating protein 8
ARHGAP9	Rho GTPase activating protein 9
ARHGAP10	Rho GTPase activating protein 10
ARHGAP11A	Rho GTPase activating protein 11A
ARHGAP11B	Rho GTPase activating protein 11B
ARHGAP11B-DT	ARHGAP11B divergent transcript
ARHGAP12	Rho GTPase activating protein 12
ARHGAP15	Rho GTPase activating protein 15
ARHGAP15-AS1	ARHGAP15 antisense RNA 1
ARHGAP17	Rho GTPase activating protein 17
ARHGAP18	Rho GTPase activating protein 18
ARHGAP19	Rho GTPase activating protein 19
ARHGAP20	Rho GTPase activating protein 20
ARHGAP21	Rho GTPase activating protein 21
ARHGAP22	Rho GTPase activating protein 22
ARHGAP22-IT1	ARHGAP22 intronic transcript 1
ARHGAP23	Rho GTPase activating protein 23
ARHGAP24	Rho GTPase activating protein 24
ARHGAP25	Rho GTPase activating protein 25
ARHGAP26	Rho GTPase activating protein 26
ARHGAP26-AS1	ARHGAP26 antisense RNA 1
ARHGAP26-IT1	ARHGAP26 intronic transcript 1
ARHGAP27	Rho GTPase activating protein 27
ARHGAP28	Rho GTPase activating protein 28
ARHGAP28-AS1	ARHGAP28 antisense RNA 1
ARHGAP29	Rho GTPase activating protein 29
ARHGAP29-AS1	ARHGAP29 antisense RNA 1
ARHGAP30	Rho GTPase activating protein 30
ARHGAP31	Rho GTPase activating protein 31
ARHGAP31-AS1	ARHGAP31 antisense RNA 1
ARHGAP32	Rho GTPase activating protein 32
ARHGAP33	Rho GTPase activating protein 33
ARHGAP35	Rho GTPase activating protein 35
ARHGAP36	Rho GTPase activating protein 36
ARHGAP39	Rho GTPase activating protein 39
ARHGAP40	Rho GTPase activating protein 40
ARHGAP42	Rho GTPase activating protein 42
ARHGAP42-AS1	ARHGAP42 antisense RNA 1
ARHGAP44	Rho GTPase activating protein 44
ARHGAP44-AS1	ARHGAP44 and MYOCD antisense RNA 1
ARHGAP45	Rho GTPase activating protein 45
ARHGDIA	Rho GDP dissociation inhibitor alpha
ARHGDIB	Rho GDP dissociation inhibitor beta
ARHGDIG	Rho GDP dissociation inhibitor gamma
ARHGEF1	Rho guanine nucleotide exchange factor 1
ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
ARHGEF2-AS1	ARHGEF2 antisense RNA 1
ARHGEF2-AS2	ARHGEF2 antisense RNA 2
ARHGEF3	Rho guanine nucleotide exchange factor 3
ARHGEF3-AS1	ARHGEF3 antisense RNA 1
ARHGEF4	Rho guanine nucleotide exchange factor 4
ARHGEF4-AS1	ARHGEF4 antisense RNA 1
ARHGEF5	Rho guanine nucleotide exchange factor 5
ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
ARHGEF7	Rho guanine nucleotide exchange factor 7
ARHGEF7-AS1	ARHGEF7 antisense RNA 1
ARHGEF7-AS2	ARHGEF7 antisense RNA 2
ARHGEF7-IT1	ARHGEF7 intronic transcript 1
ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
ARHGEF9-IT1	ARHGEF9 intronic transcript 1
ARHGEF10	Rho guanine nucleotide exchange factor 10
ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
ARHGEF11	Rho guanine nucleotide exchange factor 11
ARHGEF12	Rho guanine nucleotide exchange factor 12
ARHGEF15	Rho guanine nucleotide exchange factor 15
ARHGEF16	Rho guanine nucleotide exchange factor 16
ARHGEF17	Rho guanine nucleotide exchange factor 17
ARHGEF17-AS1	ARHGEF17 antisense RNA 1
ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
ARHGEF18-AS1	ARHGEF18 antisense RNA 1
ARHGEF19	Rho guanine nucleotide exchange factor 19
ARHGEF19-AS1	ARHGEF19 antisense RNA 1
ARHGEF25	Rho guanine nucleotide exchange factor 25
ARHGEF26	Rho guanine nucleotide exchange factor 26
ARHGEF26-AS1	ARHGEF26 antisense RNA 1
ARHGEF28	Rho guanine nucleotide exchange factor 28
ARHGEF33	Rho guanine nucleotide exchange factor 33
ARHGEF35	Rho guanine nucleotide exchange factor 35
